instant,dteday,season,year,month,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,month_name,last_purchase_date,recency
321,2011-11-17,Musim Dingin,2011,11,0,Kamis,1,Mendung,0.341667,0.323221,57.5833,0.305362,139,2914,3053,weekdays,Ideal,November,2011-11-17,410
322,2011-11-18,Musim Dingin,2011,11,0,Jumat,1,Cerah,0.274167,0.272721,41.0,0.168533,245,3147,3392,weekdays,Kering,November,2011-11-18,409
323,2011-11-19,Musim Dingin,2011,11,0,Sabtu,0,Cerah,0.329167,0.324483,50.208299999999994,0.224496,943,2720,3663,weekend,Ideal,November,2011-11-19,408
324,2011-11-20,Musim Dingin,2011,11,0,Minggu,0,Mendung,0.463333,0.457058,68.45830000000001,0.18595,787,2733,3520,weekend,Lembab,November,2011-11-20,407
325,2011-11-21,Musim Dingin,2011,11,0,Senin,1,Hujan Ringan,0.4475,0.445062,91.0,0.138054,220,2545,2765,weekdays,Lembab,November,2011-11-21,406
326,2011-11-22,Musim Dingin,2011,11,0,Selasa,1,Hujan Ringan,0.416667,0.421696,96.25,0.118792,69,1538,1607,weekdays,Lembab,November,2011-11-22,405
327,2011-11-23,Musim Dingin,2011,11,0,Rabu,1,Mendung,0.440833,0.430537,75.79169999999999,0.335825,112,2454,2566,weekdays,Lembab,November,2011-11-23,404
328,2011-11-24,Musim Dingin,2011,11,1,Kamis,0,Cerah,0.373333,0.372471,54.9167,0.167304,560,935,1495,weekdays,Ideal,November,2011-11-24,403
329,2011-11-25,Musim Dingin,2011,11,0,Jumat,1,Cerah,0.375,0.380671,64.375,0.0988958,1095,1697,2792,weekdays,Ideal,November,2011-11-25,402
330,2011-11-26,Musim Dingin,2011,11,0,Sabtu,0,Cerah,0.375833,0.385087,68.1667,0.0684208,1249,1819,3068,weekend,Lembab,November,2011-11-26,401
331,2011-11-27,Musim Dingin,2011,11,0,Minggu,0,Cerah,0.459167,0.4558,69.8333,0.208954,810,2261,3071,weekend,Lembab,November,2011-11-27,400
332,2011-11-28,Musim Dingin,2011,11,0,Senin,1,Cerah,0.503478,0.490122,74.3043,0.142122,253,3614,3867,weekdays,Lembab,November,2011-11-28,399
333,2011-11-29,Musim Dingin,2011,11,0,Selasa,1,Mendung,0.458333,0.451375,83.08330000000001,0.258092,96,2818,2914,weekdays,Lembab,November,2011-11-29,398
334,2011-11-30,Musim Dingin,2011,11,0,Rabu,1,Cerah,0.325,0.311221,61.3333,0.271158,188,3425,3613,weekdays,Ideal,November,2011-11-30,397
335,2011-12-01,Musim Dingin,2011,12,0,Kamis,1,Cerah,0.3125,0.305554,52.4583,0.220158,182,3545,3727,weekdays,Ideal,Desember,2011-12-01,396
336,2011-12-02,Musim Dingin,2011,12,0,Jumat,1,Cerah,0.314167,0.331433,62.583299999999994,0.100754,268,3672,3940,weekdays,Ideal,Desember,2011-12-02,395
337,2011-12-03,Musim Dingin,2011,12,0,Sabtu,0,Cerah,0.299167,0.310604,61.291700000000006,0.0957833,706,2908,3614,weekend,Ideal,Desember,2011-12-03,394
338,2011-12-04,Musim Dingin,2011,12,0,Minggu,0,Cerah,0.330833,0.3491,77.5833,0.0839583,634,2851,3485,weekend,Lembab,Desember,2011-12-04,393
339,2011-12-05,Musim Dingin,2011,12,0,Senin,1,Mendung,0.385833,0.393925,82.70830000000001,0.0622083,233,3578,3811,weekdays,Lembab,Desember,2011-12-05,392
340,2011-12-06,Musim Dingin,2011,12,0,Selasa,1,Hujan Ringan,0.4625,0.4564,94.9583,0.232583,126,2468,2594,weekdays,Lembab,Desember,2011-12-06,391
341,2011-12-07,Musim Dingin,2011,12,0,Rabu,1,Hujan Ringan,0.41,0.400246,97.04169999999999,0.266175,50,655,705,weekdays,Lembab,Desember,2011-12-07,390
342,2011-12-08,Musim Dingin,2011,12,0,Kamis,1,Cerah,0.265833,0.256938,57.99999999999999,0.240058,150,3172,3322,weekdays,Ideal,Desember,2011-12-08,389
343,2011-12-09,Musim Dingin,2011,12,0,Jumat,1,Cerah,0.290833,0.317542,69.58330000000001,0.0827167,261,3359,3620,weekdays,Lembab,Desember,2011-12-09,388
344,2011-12-10,Musim Dingin,2011,12,0,Sabtu,0,Cerah,0.275,0.266412,50.74999999999999,0.233221,502,2688,3190,weekend,Ideal,Desember,2011-12-10,387
345,2011-12-11,Musim Dingin,2011,12,0,Minggu,0,Cerah,0.220833,0.253154,49.0,0.0665417,377,2366,2743,weekend,Ideal,Desember,2011-12-11,386
346,2011-12-12,Musim Dingin,2011,12,0,Senin,1,Cerah,0.238333,0.270196,67.08330000000001,0.06345,143,3167,3310,weekdays,Lembab,Desember,2011-12-12,385
347,2011-12-13,Musim Dingin,2011,12,0,Selasa,1,Cerah,0.2825,0.301138,59.0,0.14055,155,3368,3523,weekdays,Ideal,Desember,2011-12-13,384
348,2011-12-14,Musim Dingin,2011,12,0,Rabu,1,Mendung,0.3175,0.338362,66.375,0.0609583,178,3562,3740,weekdays,Lembab,Desember,2011-12-14,383
349,2011-12-15,Musim Dingin,2011,12,0,Kamis,1,Mendung,0.4225,0.412237,63.416700000000006,0.268042,181,3528,3709,weekdays,Ideal,Desember,2011-12-15,382
350,2011-12-16,Musim Dingin,2011,12,0,Jumat,1,Mendung,0.375,0.359825,50.0417,0.260575,178,3399,3577,weekdays,Ideal,Desember,2011-12-16,381
351,2011-12-17,Musim Dingin,2011,12,0,Sabtu,0,Mendung,0.258333,0.249371,56.0833,0.243167,275,2464,2739,weekend,Ideal,Desember,2011-12-17,380
352,2011-12-18,Musim Dingin,2011,12,0,Minggu,0,Cerah,0.238333,0.245579,58.62500000000001,0.169779,220,2211,2431,weekend,Ideal,Desember,2011-12-18,379
353,2011-12-19,Musim Dingin,2011,12,0,Senin,1,Cerah,0.276667,0.280933,63.74999999999999,0.172896,260,3143,3403,weekdays,Ideal,Desember,2011-12-19,378
354,2011-12-20,Musim Dingin,2011,12,0,Selasa,1,Mendung,0.385833,0.396454,59.5417,0.0615708,216,3534,3750,weekdays,Ideal,Desember,2011-12-20,377
355,2011-12-21,Musim Semi,2011,12,0,Rabu,1,Mendung,0.428333,0.428017,85.83330000000001,0.2214,107,2553,2660,weekdays,Lembab,Desember,2011-12-21,376
356,2011-12-22,Musim Semi,2011,12,0,Kamis,1,Mendung,0.423333,0.426121,75.75,0.047275,227,2841,3068,weekdays,Lembab,Desember,2011-12-22,375
357,2011-12-23,Musim Semi,2011,12,0,Jumat,1,Cerah,0.373333,0.377513,68.625,0.274246,163,2046,2209,weekdays,Lembab,Desember,2011-12-23,374
358,2011-12-24,Musim Semi,2011,12,0,Sabtu,0,Cerah,0.3025,0.299242,54.25,0.190304,155,856,1011,weekend,Ideal,Desember,2011-12-24,373
359,2011-12-25,Musim Semi,2011,12,0,Minggu,0,Cerah,0.274783,0.279961,68.13040000000001,0.155091,303,451,754,weekend,Lembab,Desember,2011-12-25,372
360,2011-12-26,Musim Semi,2011,12,1,Senin,0,Cerah,0.321739,0.315535,50.6957,0.239465,430,887,1317,weekdays,Ideal,Desember,2011-12-26,371
361,2011-12-27,Musim Semi,2011,12,0,Selasa,1,Mendung,0.325,0.327633,76.25,0.18845,103,1059,1162,weekdays,Lembab,Desember,2011-12-27,370
362,2011-12-28,Musim Semi,2011,12,0,Rabu,1,Cerah,0.29913,0.279974,50.39130000000001,0.293961,255,2047,2302,weekdays,Ideal,Desember,2011-12-28,369
363,2011-12-29,Musim Semi,2011,12,0,Kamis,1,Cerah,0.248333,0.263892,57.4167,0.119412,254,2169,2423,weekdays,Ideal,Desember,2011-12-29,368
364,2011-12-30,Musim Semi,2011,12,0,Jumat,1,Cerah,0.311667,0.318812,63.6667,0.134337,491,2508,2999,weekdays,Ideal,Desember,2011-12-30,367
365,2011-12-31,Musim Semi,2011,12,0,Sabtu,0,Cerah,0.41,0.414121,61.583299999999994,0.220154,665,1820,2485,weekend,Ideal,Desember,2011-12-31,366
366,2012-01-01,Musim Semi,2012,1,0,Minggu,0,Cerah,0.37,0.375621,69.25,0.192167,686,1608,2294,weekend,Lembab,Januari,2012-01-01,365
367,2012-01-02,Musim Semi,2012,1,1,Senin,0,Cerah,0.273043,0.252304,38.130399999999995,0.329665,244,1707,1951,weekdays,Kering,Januari,2012-01-02,364
368,2012-01-03,Musim Semi,2012,1,0,Selasa,1,Cerah,0.15,0.126275,44.125,0.365671,89,2147,2236,weekdays,Kering,Januari,2012-01-03,363
369,2012-01-04,Musim Semi,2012,1,0,Rabu,1,Mendung,0.1075,0.119337,41.4583,0.1847,95,2273,2368,weekdays,Kering,Januari,2012-01-04,362
370,2012-01-05,Musim Semi,2012,1,0,Kamis,1,Cerah,0.265833,0.278412,52.416700000000006,0.129987,140,3132,3272,weekdays,Ideal,Januari,2012-01-05,361
371,2012-01-06,Musim Semi,2012,1,0,Jumat,1,Cerah,0.334167,0.340267,54.2083,0.167908,307,3791,4098,weekdays,Ideal,Januari,2012-01-06,360
372,2012-01-07,Musim Semi,2012,1,0,Sabtu,0,Cerah,0.393333,0.390779,53.1667,0.174758,1070,3451,4521,weekend,Ideal,Januari,2012-01-07,359
373,2012-01-08,Musim Semi,2012,1,0,Minggu,0,Cerah,0.3375,0.340258,46.5,0.191542,599,2826,3425,weekend,Ideal,Januari,2012-01-08,358
374,2012-01-09,Musim Semi,2012,1,0,Senin,1,Mendung,0.224167,0.247479,70.1667,0.0989,106,2270,2376,weekdays,Lembab,Januari,2012-01-09,357
375,2012-01-10,Musim Semi,2012,1,0,Selasa,1,Cerah,0.308696,0.318826,64.65220000000001,0.187552,173,3425,3598,weekdays,Ideal,Januari,2012-01-10,356
376,2012-01-11,Musim Semi,2012,1,0,Rabu,1,Mendung,0.274167,0.282821,84.75,0.131221,92,2085,2177,weekdays,Lembab,Januari,2012-01-11,355
377,2012-01-12,Musim Semi,2012,1,0,Kamis,1,Mendung,0.3825,0.381938,80.2917,0.180967,269,3828,4097,weekdays,Lembab,Januari,2012-01-12,354
378,2012-01-13,Musim Semi,2012,1,0,Jumat,1,Cerah,0.274167,0.249362,50.74999999999999,0.378108,174,3040,3214,weekdays,Ideal,Januari,2012-01-13,353
379,2012-01-14,Musim Semi,2012,1,0,Sabtu,0,Cerah,0.18,0.183087,45.75,0.187183,333,2160,2493,weekend,Ideal,Januari,2012-01-14,352
380,2012-01-15,Musim Semi,2012,1,0,Minggu,0,Cerah,0.166667,0.161625,41.9167,0.251258,284,2027,2311,weekend,Kering,Januari,2012-01-15,351
381,2012-01-16,Musim Semi,2012,1,1,Senin,0,Cerah,0.19,0.190663,52.25,0.231358,217,2081,2298,weekdays,Ideal,Januari,2012-01-16,350
382,2012-01-17,Musim Semi,2012,1,0,Selasa,1,Mendung,0.373043,0.364278,71.6087,0.34913,127,2808,2935,weekdays,Lembab,Januari,2012-01-17,349
383,2012-01-18,Musim Semi,2012,1,0,Rabu,1,Cerah,0.303333,0.275254,44.333299999999994,0.415429,109,3267,3376,weekdays,Kering,Januari,2012-01-18,348
384,2012-01-19,Musim Semi,2012,1,0,Kamis,1,Cerah,0.19,0.190038,49.75,0.220158,130,3162,3292,weekdays,Ideal,Januari,2012-01-19,347
385,2012-01-20,Musim Semi,2012,1,0,Jumat,1,Mendung,0.2175,0.220958,45.0,0.20275,115,3048,3163,weekdays,Ideal,Januari,2012-01-20,346
386,2012-01-21,Musim Semi,2012,1,0,Sabtu,0,Mendung,0.173333,0.174875,83.125,0.222642,67,1234,1301,weekend,Lembab,Januari,2012-01-21,345
387,2012-01-22,Musim Semi,2012,1,0,Minggu,0,Mendung,0.1625,0.16225,79.625,0.199638,196,1781,1977,weekend,Lembab,Januari,2012-01-22,344
388,2012-01-23,Musim Semi,2012,1,0,Senin,1,Mendung,0.218333,0.243058,91.125,0.110708,145,2287,2432,weekdays,Lembab,Januari,2012-01-23,343
389,2012-01-24,Musim Semi,2012,1,0,Selasa,1,Cerah,0.3425,0.349108,83.58330000000001,0.123767,439,3900,4339,weekdays,Lembab,Januari,2012-01-24,342
390,2012-01-25,Musim Semi,2012,1,0,Rabu,1,Cerah,0.294167,0.294821,64.375,0.161071,467,3803,4270,weekdays,Ideal,Januari,2012-01-25,341
391,2012-01-26,Musim Semi,2012,1,0,Kamis,1,Mendung,0.341667,0.35605,76.95830000000001,0.0733958,244,3831,4075,weekdays,Lembab,Januari,2012-01-26,340
392,2012-01-27,Musim Semi,2012,1,0,Jumat,1,Mendung,0.425,0.415383,74.125,0.342667,269,3187,3456,weekdays,Lembab,Januari,2012-01-27,339
393,2012-01-28,Musim Semi,2012,1,0,Sabtu,0,Cerah,0.315833,0.326379,54.333299999999994,0.210829,775,3248,4023,weekend,Ideal,Januari,2012-01-28,338
394,2012-01-29,Musim Semi,2012,1,0,Minggu,0,Cerah,0.2825,0.272721,31.125000000000004,0.24005,558,2685,3243,weekend,Kering,Januari,2012-01-29,337
395,2012-01-30,Musim Semi,2012,1,0,Senin,1,Cerah,0.269167,0.262625,40.0833,0.215792,126,3498,3624,weekdays,Kering,Januari,2012-01-30,336
396,2012-01-31,Musim Semi,2012,1,0,Selasa,1,Cerah,0.39,0.381317,41.6667,0.261817,324,4185,4509,weekdays,Kering,Januari,2012-01-31,335
397,2012-02-01,Musim Semi,2012,2,0,Rabu,1,Cerah,0.469167,0.466538,50.79169999999999,0.189067,304,4275,4579,weekdays,Ideal,Febuari,2012-02-01,334
398,2012-02-02,Musim Semi,2012,2,0,Kamis,1,Mendung,0.399167,0.398971,67.29169999999999,0.187187,190,3571,3761,weekdays,Lembab,Febuari,2012-02-02,333
399,2012-02-03,Musim Semi,2012,2,0,Jumat,1,Cerah,0.313333,0.309346,52.6667,0.178496,310,3841,4151,weekdays,Ideal,Febuari,2012-02-03,332
400,2012-02-04,Musim Semi,2012,2,0,Sabtu,0,Mendung,0.264167,0.272725,77.95830000000001,0.121896,384,2448,2832,weekend,Lembab,Febuari,2012-02-04,331
401,2012-02-05,Musim Semi,2012,2,0,Minggu,0,Mendung,0.265833,0.264521,68.7917,0.175996,318,2629,2947,weekend,Lembab,Febuari,2012-02-05,330
402,2012-02-06,Musim Semi,2012,2,0,Senin,1,Cerah,0.282609,0.296426,62.2174,0.1538,206,3578,3784,weekdays,Ideal,Febuari,2012-02-06,329
403,2012-02-07,Musim Semi,2012,2,0,Selasa,1,Cerah,0.354167,0.361104,49.625,0.147379,199,4176,4375,weekdays,Ideal,Febuari,2012-02-07,328
404,2012-02-08,Musim Semi,2012,2,0,Rabu,1,Mendung,0.256667,0.266421,72.2917,0.133721,109,2693,2802,weekdays,Lembab,Febuari,2012-02-08,327
405,2012-02-09,Musim Semi,2012,2,0,Kamis,1,Cerah,0.265,0.261988,56.2083,0.194037,163,3667,3830,weekdays,Ideal,Febuari,2012-02-09,326
406,2012-02-10,Musim Semi,2012,2,0,Jumat,1,Mendung,0.280833,0.293558,54.0,0.116929,227,3604,3831,weekdays,Ideal,Febuari,2012-02-10,325
407,2012-02-11,Musim Semi,2012,2,0,Sabtu,0,Hujan Ringan,0.224167,0.210867,73.125,0.289796,192,1977,2169,weekend,Lembab,Febuari,2012-02-11,324
408,2012-02-12,Musim Semi,2012,2,0,Minggu,0,Cerah,0.1275,0.101658,46.4583,0.409212,73,1456,1529,weekend,Ideal,Febuari,2012-02-12,323
409,2012-02-13,Musim Semi,2012,2,0,Senin,1,Cerah,0.2225,0.227913,41.125,0.167283,94,3328,3422,weekdays,Kering,Febuari,2012-02-13,322
410,2012-02-14,Musim Semi,2012,2,0,Selasa,1,Mendung,0.319167,0.333946,50.875,0.141179,135,3787,3922,weekdays,Ideal,Febuari,2012-02-14,321
411,2012-02-15,Musim Semi,2012,2,0,Rabu,1,Cerah,0.348333,0.351629,53.125,0.1816,141,4028,4169,weekdays,Ideal,Febuari,2012-02-15,320
412,2012-02-16,Musim Semi,2012,2,0,Kamis,1,Mendung,0.316667,0.330162,75.29169999999999,0.091425,74,2931,3005,weekdays,Lembab,Febuari,2012-02-16,319
413,2012-02-17,Musim Semi,2012,2,0,Jumat,1,Cerah,0.343333,0.351629,63.4583,0.205846,349,3805,4154,weekdays,Ideal,Febuari,2012-02-17,318
414,2012-02-18,Musim Semi,2012,2,0,Sabtu,0,Cerah,0.346667,0.355425,53.4583,0.190929,1435,2883,4318,weekend,Ideal,Febuari,2012-02-18,317
415,2012-02-19,Musim Semi,2012,2,0,Minggu,0,Mendung,0.28,0.265788,51.5833,0.253112,618,2071,2689,weekend,Ideal,Febuari,2012-02-19,316
416,2012-02-20,Musim Semi,2012,2,1,Senin,0,Cerah,0.28,0.273391,50.7826,0.229083,502,2627,3129,weekdays,Ideal,Febuari,2012-02-20,315
417,2012-02-21,Musim Semi,2012,2,0,Selasa,1,Cerah,0.287826,0.295113,59.434799999999996,0.205717,163,3614,3777,weekdays,Ideal,Febuari,2012-02-21,314
418,2012-02-22,Musim Semi,2012,2,0,Rabu,1,Cerah,0.395833,0.392667,56.7917,0.234471,394,4379,4773,weekdays,Ideal,Febuari,2012-02-22,313
419,2012-02-23,Musim Semi,2012,2,0,Kamis,1,Cerah,0.454167,0.444446,55.45830000000001,0.190913,516,4546,5062,weekdays,Ideal,Febuari,2012-02-23,312
420,2012-02-24,Musim Semi,2012,2,0,Jumat,1,Mendung,0.4075,0.410971,73.75,0.237567,246,3241,3487,weekdays,Lembab,Febuari,2012-02-24,311
421,2012-02-25,Musim Semi,2012,2,0,Sabtu,0,Cerah,0.290833,0.255675,39.5833,0.421642,317,2415,2732,weekend,Kering,Febuari,2012-02-25,310
422,2012-02-26,Musim Semi,2012,2,0,Minggu,0,Cerah,0.279167,0.268308,41.0,0.205229,515,2874,3389,weekend,Kering,Febuari,2012-02-26,309
423,2012-02-27,Musim Semi,2012,2,0,Senin,1,Cerah,0.366667,0.357954,49.0833,0.268033,253,4069,4322,weekdays,Ideal,Febuari,2012-02-27,308
424,2012-02-28,Musim Semi,2012,2,0,Selasa,1,Cerah,0.359167,0.353525,39.5833,0.193417,229,4134,4363,weekdays,Kering,Febuari,2012-02-28,307
425,2012-02-29,Musim Semi,2012,2,0,Rabu,1,Mendung,0.344348,0.34847,80.4783,0.179117,65,1769,1834,weekdays,Lembab,Febuari,2012-02-29,306
426,2012-03-01,Musim Semi,2012,3,0,Kamis,1,Cerah,0.485833,0.475371,61.5417,0.226987,325,4665,4990,weekdays,Ideal,Maret,2012-03-01,305
427,2012-03-02,Musim Semi,2012,3,0,Jumat,1,Mendung,0.353333,0.359842,65.7083,0.144904,246,2948,3194,weekdays,Lembab,Maret,2012-03-02,304
428,2012-03-03,Musim Semi,2012,3,0,Sabtu,0,Mendung,0.414167,0.413492,62.125,0.161079,956,3110,4066,weekend,Ideal,Maret,2012-03-03,303
429,2012-03-04,Musim Semi,2012,3,0,Minggu,0,Cerah,0.325833,0.303021,40.3333,0.334571,710,2713,3423,weekend,Kering,Maret,2012-03-04,302
430,2012-03-05,Musim Semi,2012,3,0,Senin,1,Cerah,0.243333,0.241171,50.625,0.228858,203,3130,3333,weekdays,Ideal,Maret,2012-03-05,301
431,2012-03-06,Musim Semi,2012,3,0,Selasa,1,Cerah,0.258333,0.255042,45.6667,0.200875,221,3735,3956,weekdays,Ideal,Maret,2012-03-06,300
432,2012-03-07,Musim Semi,2012,3,0,Rabu,1,Cerah,0.404167,0.3851,51.3333,0.345779,432,4484,4916,weekdays,Ideal,Maret,2012-03-07,299
433,2012-03-08,Musim Semi,2012,3,0,Kamis,1,Cerah,0.5275,0.524604,56.75,0.441563,486,4896,5382,weekdays,Ideal,Maret,2012-03-08,298
434,2012-03-09,Musim Semi,2012,3,0,Jumat,1,Mendung,0.410833,0.397083,40.708299999999994,0.4148,447,4122,4569,weekdays,Kering,Maret,2012-03-09,297
435,2012-03-10,Musim Semi,2012,3,0,Sabtu,0,Cerah,0.2875,0.277767,35.0417,0.22575,968,3150,4118,weekend,Kering,Maret,2012-03-10,296
436,2012-03-11,Musim Semi,2012,3,0,Minggu,0,Cerah,0.361739,0.35967,47.6957,0.222587,1658,3253,4911,weekend,Ideal,Maret,2012-03-11,295
437,2012-03-12,Musim Semi,2012,3,0,Senin,1,Cerah,0.466667,0.459592,48.9167,0.207713,838,4460,5298,weekdays,Ideal,Maret,2012-03-12,294
438,2012-03-13,Musim Semi,2012,3,0,Selasa,1,Cerah,0.565,0.542929,61.75000000000001,0.23695,762,5085,5847,weekdays,Ideal,Maret,2012-03-13,293
439,2012-03-14,Musim Semi,2012,3,0,Rabu,1,Cerah,0.5725,0.548617,50.708299999999994,0.115062,997,5315,6312,weekdays,Ideal,Maret,2012-03-14,292
440,2012-03-15,Musim Semi,2012,3,0,Kamis,1,Cerah,0.5575,0.532825,57.958299999999994,0.149883,1005,5187,6192,weekdays,Ideal,Maret,2012-03-15,291
441,2012-03-16,Musim Semi,2012,3,0,Jumat,1,Mendung,0.435833,0.436229,84.20830000000001,0.113192,548,3830,4378,weekdays,Lembab,Maret,2012-03-16,290
442,2012-03-17,Musim Semi,2012,3,0,Sabtu,0,Mendung,0.514167,0.505046,75.5833,0.110704,3155,4681,7836,weekend,Lembab,Maret,2012-03-17,289
443,2012-03-18,Musim Semi,2012,3,0,Minggu,0,Mendung,0.4725,0.464,81.0,0.126883,2207,3685,5892,weekend,Lembab,Maret,2012-03-18,288
444,2012-03-19,Musim Semi,2012,3,0,Senin,1,Cerah,0.545,0.532821,72.875,0.162317,982,5171,6153,weekdays,Lembab,Maret,2012-03-19,287
445,2012-03-20,Musim Semi,2012,3,0,Selasa,1,Cerah,0.560833,0.538533,80.7917,0.121271,1051,5042,6093,weekdays,Lembab,Maret,2012-03-20,286
446,2012-03-21,Musim Panas,2012,3,0,Rabu,1,Mendung,0.531667,0.513258,82.125,0.0895583,1122,5108,6230,weekdays,Lembab,Maret,2012-03-21,285
447,2012-03-22,Musim Panas,2012,3,0,Kamis,1,Cerah,0.554167,0.531567,83.125,0.117562,1334,5537,6871,weekdays,Lembab,Maret,2012-03-22,284
448,2012-03-23,Musim Panas,2012,3,0,Jumat,1,Mendung,0.601667,0.570067,69.41669999999999,0.1163,2469,5893,8362,weekdays,Lembab,Maret,2012-03-23,283
449,2012-03-24,Musim Panas,2012,3,0,Sabtu,0,Mendung,0.5025,0.486733,88.5417,0.192783,1033,2339,3372,weekend,Lembab,Maret,2012-03-24,282
450,2012-03-25,Musim Panas,2012,3,0,Minggu,0,Mendung,0.4375,0.437488,88.0833,0.220775,1532,3464,4996,weekend,Lembab,Maret,2012-03-25,281
451,2012-03-26,Musim Panas,2012,3,0,Senin,1,Cerah,0.445833,0.43875,47.7917,0.386821,795,4763,5558,weekdays,Ideal,Maret,2012-03-26,280
452,2012-03-27,Musim Panas,2012,3,0,Selasa,1,Cerah,0.323333,0.315654,28.999999999999996,0.187192,531,4571,5102,weekdays,Kering,Maret,2012-03-27,279
453,2012-03-28,Musim Panas,2012,3,0,Rabu,1,Cerah,0.484167,0.47095,48.125,0.291671,674,5024,5698,weekdays,Ideal,Maret,2012-03-28,278
454,2012-03-29,Musim Panas,2012,3,0,Kamis,1,Cerah,0.494167,0.482304,43.9167,0.31965,834,5299,6133,weekdays,Kering,Maret,2012-03-29,277
455,2012-03-30,Musim Panas,2012,3,0,Jumat,1,Mendung,0.37,0.375621,58.0833,0.138067,796,4663,5459,weekdays,Ideal,Maret,2012-03-30,276
456,2012-03-31,Musim Panas,2012,3,0,Sabtu,0,Mendung,0.424167,0.421708,73.83330000000001,0.250617,2301,3934,6235,weekend,Lembab,Maret,2012-03-31,275
457,2012-04-01,Musim Panas,2012,4,0,Minggu,0,Mendung,0.425833,0.417287,67.625,0.172267,2347,3694,6041,weekend,Lembab,April,2012-04-01,274
458,2012-04-02,Musim Panas,2012,4,0,Senin,1,Cerah,0.433913,0.427513,50.4348,0.312139,1208,4728,5936,weekdays,Ideal,April,2012-04-02,273
459,2012-04-03,Musim Panas,2012,4,0,Selasa,1,Cerah,0.466667,0.461483,39.6667,0.100133,1348,5424,6772,weekdays,Kering,April,2012-04-03,272
460,2012-04-04,Musim Panas,2012,4,0,Rabu,1,Cerah,0.541667,0.53345,46.958299999999994,0.180975,1058,5378,6436,weekdays,Ideal,April,2012-04-04,271
461,2012-04-05,Musim Panas,2012,4,0,Kamis,1,Cerah,0.435,0.431163,37.416700000000006,0.219529,1192,5265,6457,weekdays,Kering,April,2012-04-05,270
462,2012-04-06,Musim Panas,2012,4,0,Jumat,1,Cerah,0.403333,0.390767,37.7083,0.300388,1807,4653,6460,weekdays,Kering,April,2012-04-06,269
463,2012-04-07,Musim Panas,2012,4,0,Sabtu,0,Cerah,0.4375,0.426129,25.4167,0.274871,3252,3605,6857,weekend,Kering,April,2012-04-07,268
464,2012-04-08,Musim Panas,2012,4,0,Minggu,0,Cerah,0.5,0.492425,27.5833,0.232596,2230,2939,5169,weekend,Kering,April,2012-04-08,267
465,2012-04-09,Musim Panas,2012,4,0,Senin,1,Cerah,0.489167,0.476638,31.75,0.358196,905,4680,5585,weekdays,Kering,April,2012-04-09,266
466,2012-04-10,Musim Panas,2012,4,0,Selasa,1,Cerah,0.446667,0.436233,43.5,0.249375,819,5099,5918,weekdays,Kering,April,2012-04-10,265
467,2012-04-11,Musim Panas,2012,4,0,Rabu,1,Cerah,0.348696,0.337274,46.9565,0.295274,482,4380,4862,weekdays,Ideal,April,2012-04-11,264
468,2012-04-12,Musim Panas,2012,4,0,Kamis,1,Cerah,0.3975,0.387604,46.625,0.290429,663,4746,5409,weekdays,Ideal,April,2012-04-12,263
469,2012-04-13,Musim Panas,2012,4,0,Jumat,1,Cerah,0.4425,0.431808,40.8333,0.155471,1252,5146,6398,weekdays,Kering,April,2012-04-13,262
470,2012-04-14,Musim Panas,2012,4,0,Sabtu,0,Cerah,0.495,0.487996,50.29169999999999,0.190917,2795,4665,7460,weekend,Ideal,April,2012-04-14,261
471,2012-04-15,Musim Panas,2012,4,0,Minggu,0,Cerah,0.606667,0.573875,50.79169999999999,0.225129,2846,4286,7132,weekend,Ideal,April,2012-04-15,260
472,2012-04-16,Musim Panas,2012,4,1,Senin,0,Cerah,0.664167,0.614925,56.166700000000006,0.284829,1198,5172,6370,weekdays,Ideal,April,2012-04-16,259
473,2012-04-17,Musim Panas,2012,4,0,Selasa,1,Cerah,0.608333,0.598487,39.0417,0.273629,989,5702,6691,weekdays,Kering,April,2012-04-17,258
474,2012-04-18,Musim Panas,2012,4,0,Rabu,1,Mendung,0.463333,0.457038,56.9167,0.167912,347,4020,4367,weekdays,Ideal,April,2012-04-18,257
475,2012-04-19,Musim Panas,2012,4,0,Kamis,1,Cerah,0.498333,0.493046,61.25000000000001,0.0659292,846,5719,6565,weekdays,Ideal,April,2012-04-19,256
476,2012-04-20,Musim Panas,2012,4,0,Jumat,1,Cerah,0.526667,0.515775,69.4583,0.149871,1340,5950,7290,weekdays,Lembab,April,2012-04-20,255
477,2012-04-21,Musim Panas,2012,4,0,Sabtu,0,Cerah,0.57,0.542921,68.2917,0.283587,2541,4083,6624,weekend,Lembab,April,2012-04-21,254
478,2012-04-22,Musim Panas,2012,4,0,Minggu,0,Hujan Ringan,0.396667,0.389504,83.54169999999999,0.344546,120,907,1027,weekend,Lembab,April,2012-04-22,253
479,2012-04-23,Musim Panas,2012,4,0,Senin,1,Mendung,0.321667,0.301125,76.66669999999999,0.303496,195,3019,3214,weekdays,Lembab,April,2012-04-23,252
480,2012-04-24,Musim Panas,2012,4,0,Selasa,1,Cerah,0.413333,0.405283,45.4167,0.249383,518,5115,5633,weekdays,Ideal,April,2012-04-24,251
481,2012-04-25,Musim Panas,2012,4,0,Rabu,1,Cerah,0.476667,0.470317,42.7917,0.118792,655,5541,6196,weekdays,Kering,April,2012-04-25,250
